train_no,timestamp,latitude,longitude,speed_kmph,current_delay_min,distance_to_station_km,historical_travel_time_min,previous_delay_min,congestion_index,expected_dwell_min,signal_delay_min,maintenance_block,level_crossing_delay_min,actual_remaining_time_min
12301,2026-09-05T00:40:00Z,22.706535,88.539064,94.59,4.66,94.57,55.45,8.97,0.544,7.46,5.7,0,2.79,79.26
12020,2026-09-06T03:47:00Z,22.628213,88.428988,66.18,7.76,123.51,122.48,5.0,0.103,4.12,5.52,0,0,123.67
13006,2026-09-07T06:54:00Z,22.409762,88.468639,66.41,18.78,37.92,34.45,19.82,0.645,2.99,6.7,0,2.25,52.94
13005,2026-09-08T09:01:00Z,22.600352,88.152085,53.28,4.1,150.3,170.33,0,0.57,1.87,5.39,0,2.73,183.04
12019,2026-09-09T12:08:00Z,22.486672,88.281139,118.47,0,145.55,91.87,0,0.369,2.99,4.16,0,0,89.81
13005,2026-09-01T15:15:00Z,22.595639,88.46153,47.33,0,140.8,189.03,3.19,0.313,2.5,4.93,1,0.52,198.56
12019,2026-09-02T18:22:00Z,22.559401,88.163043,82.59,0.91,115.65,104.93,0,0.624,4.39,0,0,2.23,99.21
12302,2026-09-03T21:29:00Z,22.676921,88.206856,114.97,7.2,68.37,44.0,3.08,0.345,3.6,2.16,0,0.63,49.66
13005,2026-09-04T00:36:00Z,22.446483,88.205409,67.96,8.67,168.82,150.06,11.78,0.64,3.17,2.82,0,1.6,164.93
13006,2026-09-05T03:43:00Z,22.657569,88.408367,71.48,0,82.64,73.33,2.96,0.561,3.77,2.92,0,4.24,83.85
12302,2026-09-06T06:50:00Z,22.442099,88.524473,93.65,6.61,104.24,78.72,0.42,0.217,5.04,5.33,0,1.84,77.54
12302,2026-09-07T09:57:00Z,22.463178,88.159623,116.61,13.22,51.67,25.84,17.81,0.364,5.12,0.1,0,2.45,34.94
13005,2026-09-08T12:04:00Z,22.536479,88.278017,58.56,14.92,48.52,46.73,16.7,0.3,3.85,4.54,0,3.01,62.75
12020,2026-09-09T15:11:00Z,22.593592,88.176183,110.37,10.59,48.65,32.52,11.91,0.286,4.53,2.76,0,1.04,40.57
12301,2026-09-01T18:18:00Z,22.530657,88.544123,66.67,6.91,44.37,48.32,19.68,0.412,3.13,2.95,0,1.55,57.36
12302,2026-09-02T21:25:00Z,22.693821,88.302061,78.38,35.11,78.0,72.79,34.9,0.393,1.0,3.6,0,0,77.94
12019,2026-09-03T00:32:00Z,22.68072,88.503573,105.82,8.84,40.66,27.53,11.75,0.565,6.81,3.11,0,0,37.67
12019,2026-09-04T03:39:00Z,22.706852,88.410507,87.17,21.5,176.4,139.36,20.44,0.37,5.88,6.39,0,0.72,144.86
13005,2026-09-05T06:46:00Z,22.477532,88.157913,32.79,5.62,150.28,312.17,1.5,0.593,6.38,4.29,0,1.02,307.24
12019,2026-09-06T09:53:00Z,22.497072,88.35013,91.25,5.77,128.53,81.73,8.61,0.052,1.05,0,0,0.73,84.88
12302,2026-09-07T12:00:00Z,22.747183,88.427194,79.66,4.68,119.79,99.07,0,0.228,4.99,3.25,0,3.01,105.33
13005,2026-09-08T15:07:00Z,22.415213,88.438488,85.3,24.06,123.48,105.02,29.34,0.286,1.85,3.17,0,0,105.12
12301,2026-09-09T18:14:00Z,22.619098,88.18869,55.01,16.58,77.35,89.18,16.68,0.33,7.85,2.62,0,1.47,98.98
12020,2026-09-01T21:21:00Z,22.433485,88.328582,68.88,17.41,7.25,7.45,26.21,0.129,2.66,0.99,1,0,19.34
12301,2026-09-02T00:28:00Z,22.663187,88.243245,37.7,2.49,13.74,19.94,11.43,0.128,1.46,1.39,0,0,24.59
13005,2026-09-03T03:35:00Z,22.404301,88.43532,100.87,13.04,113.45,71.44,7.89,0.344,1.18,3.85,0,0.59,77.76
13005,2026-09-04T06:42:00Z,22.508916,88.504089,101.05,5.0,37.27,24.36,2.07,0.312,6.58,4.85,0,1.68,38.73
12302,2026-09-05T09:49:00Z,22.47013,88.5134,43.27,5.81,57.64,81.53,5.37,0.638,6.85,4.74,0,0.33,95.22
12301,2026-09-06T12:56:00Z,22.480596,88.399568,60.74,23.45,121.21,136.88,22.68,0.274,4.18,3.24,0,0.77,139.74
12302,2026-09-07T15:03:00Z,22.525968,88.540124,73.27,10.17,139.0,134.9,11.87,0.331,2.0,1.5,0,0,125.99
12302,2026-09-08T18:10:00Z,22.72764,88.272029,47.8,8.23,33.82,51.36,3.76,0.706,7.37,7.81,0,1.5,65.4
12302,2026-09-09T21:17:00Z,22.643024,88.277181,63.27,5.28,68.91,62.73,0,0.322,7.18,2.69,0,1.88,76.62
12020,2026-09-01T00:24:00Z,22.428493,88.338267,117.93,5.17,46.29,21.58,3.01,0.416,6.57,6.39,0,0,36.5
13006,2026-09-02T03:31:00Z,22.603415,88.405242,85.34,5.5,32.64,23.77,11.66,0.398,4.68,1.35,0,2.83,33.27
13005,2026-09-03T06:38:00Z,22.480562,88.166457,88.48,3.02,39.67,32.64,4.1,0.225,6.9,2.87,0,1.83,37.81
13005,2026-09-04T09:45:00Z,22.579477,88.407462,85.9,21.61,78.42,58.26,14.02,0.363,5.52,5.41,0,3.71,74.53
12019,2026-09-05T12:52:00Z,22.658937,88.514953,113.39,16.49,20.42,9.99,17.29,0.233,5.78,2.45,0,3.52,26.44
12301,2026-09-06T15:59:00Z,22.653168,88.23395,99.31,9.83,52.89,32.63,21.9,0.865,7.92,5.37,0,1.92,51.46
12302,2026-09-07T18:06:00Z,22.444921,88.527342,76.42,8.09,142.12,130.0,2.61,0.653,5.89,5.16,0,2.79,133.81
12301,2026-09-08T21:13:00Z,22.742035,88.547703,74.98,19.3,119.62,98.03,20.11,0.412,5.11,5.73,0,2.0,112.58
13005,2026-09-09T00:20:00Z,22.593517,88.162824,86.69,28.77,109.73,84.51,18.39,0.178,1.76,0.73,0,0.5,86.44
13006,2026-09-01T03:27:00Z,22.536887,88.545838,84.3,12.6,7.75,5.35,16.79,0.181,3.58,1.68,1,0,24.7
12302,2026-09-02T06:34:00Z,22.496404,88.152977,78.28,29.25,87.65,62.08,26.46,0.156,4.32,0,0,0,66.9
12302,2026-09-03T09:41:00Z,22.694924,88.466939,70.12,9.76,148.95,141.7,9.85,0.383,1.64,5.32,0,2.41,145.89
12020,2026-09-04T12:48:00Z,22.720704,88.429218,85.17,10.12,146.37,99.12,20.85,0.447,7.62,4.05,0,4.23,117.02
13006,2026-09-05T15:55:00Z,22.409351,88.405547,111.2,4.01,163.85,92.29,4.2,0.267,3.87,2.05,0,1.32,98.4
13006,2026-09-06T18:02:00Z,22.406323,88.190206,97.48,16.2,70.46,50.36,12.24,0.716,2.7,5.91,0,0.95,63.51
12019,2026-09-07T21:09:00Z,22.622177,88.35915,41.17,4.87,134.24,187.59,4.51,0.336,7.25,3.08,0,0.76,201.84
13006,2026-09-08T00:16:00Z,22.467253,88.41758,94.48,8.82,161.77,106.51,10.36,0.014,3.62,2.12,0,1.86,112.96
12302,2026-09-09T03:23:00Z,22.549758,88.242963,116.29,9.39,20.1,12.37,5.27,0.046,5.39,0,0,2.58,15.28
12301,2026-09-01T06:30:00Z,22.435635,88.364473,62.09,5.99,33.73,33.92,10.53,0.206,3.58,4.1,0,1.63,37.34
13005,2026-09-02T09:37:00Z,22.568746,88.284042,45.43,0,172.75,253.23,7.67,0.361,5.45,3.08,0,0,252.85
13005,2026-09-03T12:44:00Z,22.531512,88.406816,112.09,9.39,82.46,47.62,3.48,0.103,4.0,2.44,0,1.81,50.72
12302,2026-09-04T15:51:00Z,22.696427,88.282508,113.11,10.05,108.86,71.09,9.75,0.157,7.84,0.85,0,1.12,70.95
12302,2026-09-05T18:58:00Z,22.747204,88.52531,48.52,27.93,12.57,18.98,27.28,0.281,2.28,2.62,0,0.8,27.95
12302,2026-09-06T21:05:00Z,22.556895,88.404242,38.26,9.06,107.9,201.52,12.4,0.14,2.71,1.95,0,1.21,192.52
12019,2026-09-07T00:12:00Z,22.71726,88.270093,107.62,3.81,88.17,60.6,7.57,0.283,2.09,5.33,0,0.71,63.67
13005,2026-09-08T03:19:00Z,22.575245,88.440138,43.75,11.84,131.62,178.7,6.48,0.495,4.28,4.48,0,1.29,192.62
12020,2026-09-09T06:26:00Z,22.669945,88.450631,66.41,9.52,76.6,71.85,4.6,0.453,7.95,7.1,0,3.65,88.72
12019,2026-09-01T09:33:00Z,22.489001,88.39086,75.86,0,89.49,80.75,0,0.469,5.52,1.14,0,0,83.52
13006,2026-09-02T12:40:00Z,22.507793,88.314644,105.74,0,5.18,3.44,0,0.406,6.81,3.59,0,2.47,13.65
13006,2026-09-03T15:47:00Z,22.67081,88.317136,108.25,1.76,22.34,13.63,4.46,0.157,1.04,0,0,0.52,15.89
12020,2026-09-04T18:54:00Z,22.703927,88.21645,88.91,0,132.75,85.98,5.53,0.388,6.31,3.3,0,4.43,99.37
12019,2026-09-05T21:01:00Z,22.570074,88.452765,37.71,0,25.07,36.79,3.59,0.443,3.63,4.04,0,2.35,50.19
13005,2026-09-06T00:08:00Z,22.610668,88.497602,68.65,28.43,68.63,72.67,28.39,0.32,1.7,0.29,0,1.82,75.88
12019,2026-09-07T03:15:00Z,22.481746,88.343814,115.6,6.46,136.0,69.67,0,0.479,7.11,4.82,0,1.0,78.82
13006,2026-09-08T06:22:00Z,22.635572,88.369499,85.13,31.01,17.4,12.88,26.18,0.372,5.0,4.96,0,0,26.23
12020,2026-09-09T09:29:00Z,22.715927,88.456524,45.12,1.9,81.99,102.53,0,0.154,4.04,1.35,0,3.04,117.91
12302,2026-09-01T12:36:00Z,22.65376,88.411568,94.73,2.92,120.87,94.4,0,0.39,5.03,4.21,0,0.95,98.38
13005,2026-09-02T15:43:00Z,22.533068,88.444767,116.96,1.18,80.34,40.46,0.95,0.116,7.59,4.12,0,2.11,51.82
12019,2026-09-03T18:50:00Z,22.730011,88.484887,35.57,18.71,97.8,197.39,18.15,0.178,5.21,3.06,0,2.68,189.21
12020,2026-09-04T21:57:00Z,22.502023,88.536598,91.2,11.37,29.09,19.13,11.19,0.193,6.93,0,0,0.49,23.36
12301,2026-09-05T00:04:00Z,22.746872,88.369177,118.3,13.98,61.97,37.39,21.85,0.775,2.25,3.11,0,1.32,46.86
12019,2026-09-06T03:11:00Z,22.727101,88.27163,68.02,0,86.8,78.24,0,0.45,3.26,4.29,0,1.53,87.83
13006,2026-09-07T06:18:00Z,22.724095,88.188419,44.73,8.57,27.35,41.95,11.28,0.142,5.75,3.7,0,1.14,43.79
12020,2026-09-08T09:25:00Z,22.642128,88.46813,46.17,18.49,12.29,19.85,14.55,0.381,5.82,1.35,0,0.37,24.46
13006,2026-09-09T12:32:00Z,22.642804,88.187821,38.07,0,85.07,159.08,4.77,0.486,5.49,5.14,0,0.62,160.75
13005,2026-09-01T15:39:00Z,22.604653,88.4355,46.3,9.09,88.7,129.39,3.14,0.482,4.75,4.98,0,0,133.03
13006,2026-09-02T18:46:00Z,22.412252,88.541971,41.17,15.05,136.28,245.89,13.16,0.367,1.86,4.41,0,1.94,227.44
13005,2026-09-03T21:53:00Z,22.509528,88.514313,56.87,2.53,174.03,176.27,9.78,0.082,3.05,1.91,0,2.31,189.52
12019,2026-09-04T00:00:00Z,22.627419,88.215328,84.56,8.42,93.37,75.59,7.13,0.133,5.14,1.98,0,3.59,77.65
12020,2026-09-05T03:07:00Z,22.453722,88.54698,37.49,7.61,47.99,80.55,5.49,0.162,5.6,0.32,0,0,80.89
12020,2026-09-06T06:14:00Z,22.74282,88.23889,64.1,8.45,173.63,160.34,14.55,0.505,7.36,4.22,0,0.37,174.6
12301,2026-09-07T09:21:00Z,22.463235,88.472434,100.45,14.49,24.86,16.1,19.22,0.332,1.69,1.45,1,0.16,34.87
13006,2026-09-08T12:28:00Z,22.613046,88.432715,117.12,16.67,97.11,55.13,12.06,0.517,6.15,7.11,0,1.99,68.92
12302,2026-09-09T15:35:00Z,22.426843,88.246015,69.51,2.7,65.66,60.31,0,0.298,3.14,8.0,0,2.4,69.55
12301,2026-09-01T18:42:00Z,22.541915,88.396515,44.86,0,13.16,20.42,0,0.632,6.12,2.14,0,1.43,33.25
13006,2026-09-02T21:49:00Z,22.71633,88.219926,30.66,0,78.22,166.42,0,0.355,4.14,8.73,0,3.51,174.1
12019,2026-09-03T00:56:00Z,22.476112,88.271928,105.55,1.37,93.92,65.85,3.64,0.259,1.83,2.53,0,2.39,67.16
13006,2026-09-04T03:03:00Z,22.469141,88.361639,76.4,0,161.13,155.33,7.58,0.504,6.06,1.59,0,2.79,151.49
12302,2026-09-05T06:10:00Z,22.661482,88.152324,66.96,10.92,164.62,133.11,7.16,0.366,4.75,2.73,0,5.69,153.87
13006,2026-09-06T09:17:00Z,22.513711,88.455757,47.86,12.04,36.55,41.89,5.53,0.147,3.95,4.62,0,1.93,49.96
12020,2026-09-07T12:24:00Z,22.570075,88.45436,75.17,6.31,166.47,158.8,7.86,0.107,5.75,0,0,4.64,150.74
12302,2026-09-08T15:31:00Z,22.613885,88.225468,85.59,13.32,132.08,89.39,12.83,0.175,4.32,3.67,0,3.14,104.78
13005,2026-09-09T18:38:00Z,22.438519,88.29543,86.6,3.49,29.32,19.14,5.82,0.174,7.86,3.07,1,2.76,37.28
12019,2026-09-01T21:45:00Z,22.516999,88.194611,94.04,11.44,46.71,36.16,11.51,0.509,5.25,4.1,0,1.18,48.63
13006,2026-09-02T00:52:00Z,22.442124,88.384625,31.23,1.97,100.66,232.41,9.14,0.256,5.55,3.51,0,2.63,224.96
13006,2026-09-03T03:59:00Z,22.649061,88.506635,103.57,22.04,37.15,22.73,31.75,0.408,4.73,6.4,0,2.28,41.69
13005,2026-09-04T06:06:00Z,22.65925,88.308998,117.76,5.52,161.4,86.92,0,0.316,5.88,3.69,0,1.53,95.25
13006,2026-09-05T09:13:00Z,22.72502,88.355118,77.92,0,93.89,66.96,0,0.329,1.03,4.23,0,1.03,78.52
13005,2026-09-06T12:20:00Z,22.624845,88.249603,93.7,12.91,95.94,61.81,20.62,0.64,1.27,7.04,0,3.7,80.97
12302,2026-09-07T15:27:00Z,22.685573,88.479573,78.11,27.54,3.25,3,23.75,0.104,3.86,1.24,0,0.97,10.55
12302,2026-09-08T18:34:00Z,22.554765,88.279705,95.74,24.56,52.51,32.56,25.28,0.566,5.82,5.72,0,0.81,48.09
12302,2026-09-09T21:41:00Z,22.626647,88.158419,82.35,5.86,145.97,123.74,7.89,0.608,7.04,5.64,0,0,128.84
12302,2026-09-01T00:48:00Z,22.438512,88.155421,109.67,12.12,147.7,92.16,14.69,0.252,6.07,5.17,1,3.1,109.98
13006,2026-09-02T03:55:00Z,22.448731,88.453869,114.12,15.77,26.4,16.23,14.46,0.786,4.8,9.84,0,1.58,36.31
12020,2026-09-03T06:02:00Z,22.523658,88.264738,103.39,10.49,57.41,35.57,16.74,0.207,7.21,2.74,0,1.24,44.55
13006,2026-09-04T09:09:00Z,22.462324,88.362192,64.63,19.76,159.51,175.92,22.08,0.111,7.46,3.24,0,2.82,170.22
13005,2026-09-05T12:16:00Z,22.742317,88.461114,46.32,4.61,78.27,122.93,0,0.301,3.58,2.78,0,4.45,123.41
12302,2026-09-06T15:23:00Z,22.642697,88.315578,58.82,0,72.14,84.8,1.26,0.208,2.27,0.61,0,0.54,84.95
13006,2026-09-07T18:30:00Z,22.646083,88.244077,60.01,10.27,144.98,163.63,15.47,0.321,3.69,1.46,0,0.44,159.79
12301,2026-09-08T21:37:00Z,22.593025,88.522537,48.3,0,153.56,195.89,0,0.157,6.45,2.8,0,0,200.23
12020,2026-09-09T00:44:00Z,22.410565,88.296098,51.82,26.58,149.52,159.19,36.32,0.763,3.6,4.17,1,0,194.54
12301,2026-09-01T03:51:00Z,22.404623,88.194507,52.05,0,5.21,7.15,0,0.309,4.29,4.94,0,0,16.87
12301,2026-09-02T06:58:00Z,22.740593,88.3586,109.3,8.52,8.69,5.54,8.51,0.376,6.81,5.57,0,0.34,16.21
12302,2026-09-03T09:05:00Z,22.548478,88.257968,96.88,12.69,73.87,42.07,5.45,0.11,3.84,4.77,0,2.56,54.95
12301,2026-09-04T12:12:00Z,22.597679,88.375496,37.0,18.02,109.76,212.92,18.73,0.322,3.16,0.58,1,0.52,208.24
12020,2026-09-05T15:19:00Z,22.54255,88.446581,34.11,37.22,58.68,126.98,41.91,0.333,6.08,3.43,0,1.0,127.14
12301,2026-09-06T18:26:00Z,22.747696,88.350648,75.2,13.25,140.19,101.6,7.79,0.328,7.67,3.47,0,2.24,121.61
13006,2026-09-07T21:33:00Z,22.598415,88.547762,84.79,22.32,95.62,79.11,19.82,0.175,2.67,3.04,0,0,76.74
12301,2026-09-08T00:40:00Z,22.70683,88.410117,102.43,0,28.24,19.93,0,0.162,1.62,4.13,0,3.53,25.85
12302,2026-09-09T03:47:00Z,22.544618,88.330037,114.58,11.29,174.99,98.12,8.6,0.233,4.59,4.18,0,0.96,105.15
13006,2026-09-01T06:54:00Z,22.563971,88.364046,33.84,13.91,176.01,287.09,6.41,0.564,4.99,5.12,0,0.35,312.82
12020,2026-09-02T09:01:00Z,22.559103,88.368032,39.82,1.91,34.91,49.33,6.77,0.541,5.23,3.66,0,1.16,62.24
12020,2026-09-03T12:08:00Z,22.461637,88.206695,43.1,27.2,40.78,62.4,26.54,0.06,2.49,2.34,0,1.51,65.88
12019,2026-09-04T15:15:00Z,22.456241,88.428676,66.46,13.55,55.81,57.91,17.76,0.33,3.44,1.56,0,0,62.21
12019,2026-09-05T18:22:00Z,22.713775,88.523528,112.13,0,103.95,66.08,0,0.165,5.65,4.11,0,0,67.46
12020,2026-09-06T21:29:00Z,22.59113,88.21644,107.79,8.32,23.11,15.94,3.27,0.021,1.68,3.43,0,2.75,21.11
12020,2026-09-07T00:36:00Z,22.689865,88.32034,49.45,0,40.13,47.08,0,0.336,6.73,5.01,0,2.45,58.46
12019,2026-09-08T03:43:00Z,22.699949,88.548145,40.2,14.79,34.12,53.46,17.77,0.225,4.06,5.31,0,0,58.87
12301,2026-09-09T06:50:00Z,22.440075,88.492537,38.07,23.24,5.91,11.42,28.29,0.353,6.64,1.48,0,0,20.85
12301,2026-09-01T09:57:00Z,22.635655,88.151663,61.56,0,143.49,148.59,6.03,0.51,5.61,2.47,0,3.89,154.24
12020,2026-09-02T12:04:00Z,22.726179,88.321641,32.94,16.53,7.65,16.39,11.44,0.625,4.01,2.63,0,0.69,26.34
13006,2026-09-03T15:11:00Z,22.693068,88.213621,65.14,12.02,131.88,126.47,10.8,0.341,5.04,4.43,0,1.46,130.03
12019,2026-09-04T18:18:00Z,22.503923,88.364167,48.34,0.75,19.51,25.5,0,0.072,1.91,0,0,1.81,28.14
12302,2026-09-05T21:25:00Z,22.449642,88.254798,95.37,31.32,145.86,94.73,31.21,0.339,7.07,4.01,0,1.89,107.34
12302,2026-09-06T00:32:00Z,22.462932,88.154056,38.35,15.25,90.48,145.31,11.01,0.561,1.53,3.5,0,0,157.87
12302,2026-09-07T03:39:00Z,22.666336,88.236523,89.37,0.09,114.72,92.36,3.49,0.251,1.85,4.24,0,0,90.88
12019,2026-09-08T06:46:00Z,22.460536,88.424823,40.33,13.05,41.4,62.49,20.97,0.378,3.06,3.44,0,0,71.17
13006,2026-09-09T09:53:00Z,22.612553,88.321725,55.3,13.85,72.53,86.9,14.3,0.526,3.97,2.39,0,2.04,91.59
13005,2026-09-01T12:00:00Z,22.485861,88.236074,61.76,0,161.93,186.69,3.28,0.162,4.71,1.85,0,1.64,175.76
12019,2026-09-02T15:07:00Z,22.436022,88.261219,63.48,12.75,140.97,125.63,12.44,0.166,4.93,2.93,0,0,135.31
13005,2026-09-03T18:14:00Z,22.482748,88.158507,115.16,0,145.91,86.28,0,0.703,1.33,4.66,0,1.95,91.92
12301,2026-09-04T21:21:00Z,22.496136,88.451477,87.93,2.04,154.53,131.36,5.52,0.853,1.49,4.55,0,1.98,129.41
12020,2026-09-05T00:28:00Z,22.653489,88.240537,37.18,18.05,140.11,242.57,19.28,0.27,1.72,3.69,0,3.97,251.58
12301,2026-09-06T03:35:00Z,22.494469,88.218135,47.2,9.19,162.7,212.83,21.57,0.375,1.53,0.04,0,0,213.3
12302,2026-09-07T06:42:00Z,22.568947,88.18672,82.51,17.92,24.22,17.82,23.23,0.524,4.65,4.23,0,2.91,33.22
12019,2026-09-08T09:49:00Z,22.570676,88.28618,94.02,26.9,65.48,49.83,27.24,0.783,2.49,8.02,0,0,65.63
13005,2026-09-09T12:56:00Z,22.424024,88.319238,98.54,24.75,93.97,57.77,22.06,0.619,7.42,2.82,0,2.28,74.0
13006,2026-09-01T15:03:00Z,22.551016,88.210248,57.64,19.67,156.96,184.12,25.82,0.779,4.17,8.38,0,1.76,194.32
13005,2026-09-02T18:10:00Z,22.48713,88.194433,68.78,7.83,62.07,57.1,8.99,0.394,2.24,3.13,0,3.22,68.03
12301,2026-09-03T21:17:00Z,22.471997,88.464291,34.78,12.03,9.32,15.96,14.14,0.148,1.71,2.96,0,2.06,23.29
12019,2026-09-04T00:24:00Z,22.549773,88.158331,87.32,16.4,127.94,87.98,16.46,0.404,5.77,4.51,0,2.37,105.87
12019,2026-09-05T03:31:00Z,22.479901,88.351259,109.31,6.52,33.22,21.26,11.17,0.185,1.32,2.85,1,0.67,32.76
12302,2026-09-06T06:38:00Z,22.702795,88.487479,99.77,4.04,20.7,14.7,9.03,0.213,4.21,3.65,0,0.08,17.79
12020,2026-09-07T09:45:00Z,22.660528,88.227537,40.15,8.35,124.38,214.67,22.1,0.735,2.71,5.66,0,2.6,217.38
12020,2026-09-08T12:52:00Z,22.414385,88.358031,87.49,0.73,173.89,143.94,0,0.299,5.75,4.72,0,0.23,141.89
12019,2026-09-09T15:59:00Z,22.595349,88.215043,105.08,9.67,24.76,16.66,1.57,0.679,2.03,3.27,0,0,25.73
12020,2026-09-01T18:06:00Z,22.632864,88.457554,55.94,17.89,144.56,140.39,18.93,0.459,5.62,5.36,0,1.2,162.25
12302,2026-09-02T21:13:00Z,22.722068,88.388816,115.83,29.36,129.24,63.59,28.8,0.096,3.7,0.27,0,3.81,71.87
12302,2026-09-03T00:20:00Z,22.552912,88.205444,80.75,0,123.17,92.69,0,0.171,1.6,0.11,0,0.34,90.98
12020,2026-09-04T03:27:00Z,22.717397,88.464653,92.47,24.36,92.18,68.17,21.43,0.329,1.18,4.78,0,1.9,77.13
13005,2026-09-05T06:34:00Z,22.627458,88.283393,76.1,2.36,25.53,21.94,0.7,0.527,6.65,5.68,1,0.02,46.08
12301,2026-09-06T09:41:00Z,22.713268,88.405867,103.97,16.34,103.08,67.92,18.02,0.3,4.61,2.43,0,2.0,73.75
12302,2026-09-07T12:48:00Z,22.541595,88.543079,57.08,21.51,58.03,76.01,21.74,0.625,2.43,0.77,0,1.67,80.86
12302,2026-09-08T15:55:00Z,22.591338,88.340463,105.75,11.75,99.77,67.22,7.6,0.348,6.73,0,0,2.38,73.45
12019,2026-09-09T18:02:00Z,22.627648,88.412877,56.05,4.61,20.7,24.51,7.58,0.288,2.04,2.94,0,1.94,31.82
12020,2026-09-01T21:09:00Z,22.421968,88.412368,33.84,8.72,163.55,358.73,0.87,0.264,4.52,3.7,0,0.79,326.91
12019,2026-09-02T00:16:00Z,22.490729,88.429107,89.03,13.47,102.68,73.4,11.33,0.361,7.74,2.45,0,0.62,77.4
13005,2026-09-03T03:23:00Z,22.460899,88.506989,115.97,9.36,64.61,37.31,8.11,0.082,6.66,2.67,0,1.47,48.12
12020,2026-09-04T06:30:00Z,22.468501,88.346441,113.01,26.19,13.96,7.32,28.13,0.263,2.22,4.75,0,2.23,18.84
13006,2026-09-05T09:37:00Z,22.54281,88.368632,55.75,0.31,38.61,39.76,3.86,0.152,2.42,0,0,2.31,44.18
12301,2026-09-06T12:44:00Z,22.705892,88.377661,60.66,8.33,123.78,151.22,2.26,0.107,3.5,5.59,0,0,139.94
12302,2026-09-07T15:51:00Z,22.73884,88.179911,100.41,15.25,55.79,31.38,16.08,0.105,2.76,5.11,0,3.97,47.3
13005,2026-09-08T18:58:00Z,22.420787,88.231693,51.73,4.71,94.64,122.29,11.13,0.329,7.89,3.02,0,0.88,127.52
13006,2026-09-09T21:05:00Z,22.658751,88.521745,59.66,29.92,137.05,168.05,35.31,0.49,6.65,4.85,0,2.61,170.79
13005,2026-09-01T00:12:00Z,22.612849,88.301755,73.09,19.3,25.92,24.53,22.86,0.202,7.14,3.45,1,4.64,45.71
13006,2026-09-02T03:19:00Z,22.552784,88.173169,96.41,3.52,100.79,57.6,4.28,0.459,7.28,0.77,0,0.54,69.86
12302,2026-09-03T06:26:00Z,22.610846,88.50617,38.28,10.29,4.78,7.82,1.21,0.243,2.75,3.61,0,1.38,15.45
12019,2026-09-04T09:33:00Z,22.70414,88.247682,41.67,18.5,73.41,119.45,17.4,0.267,4.1,2.4,0,0,122.42
12019,2026-09-05T12:40:00Z,22.482287,88.326111,58.7,4.13,98.83,94.61,8.35,0.06,3.13,1.27,0,0.95,102.91
12020,2026-09-06T15:47:00Z,22.478557,88.301731,115.77,7.37,6.77,4.18,6.53,0.465,3.69,6.5,1,0,26.49
13006,2026-09-07T18:54:00Z,22.551927,88.32102,68.8,1.07,12.25,10.76,0,0.027,7.35,3.1,0,0,13.38
13006,2026-09-08T21:01:00Z,22.717699,88.26228,113.57,25.81,136.17,85.08,14.16,0.21,7.72,1.22,0,2.31,87.02
13006,2026-09-09T00:08:00Z,22.492581,88.221514,115.59,1.25,18.14,9.3,0.05,0.326,6.48,4.32,0,0,16.57
12020,2026-09-01T03:15:00Z,22.490302,88.464694,31.55,6.33,4.57,7.93,1.83,0.336,7.28,5.55,0,2.75,21.27
12019,2026-09-02T06:22:00Z,22.490669,88.252978,108.21,18.37,25.52,15.86,23.9,0.235,7.02,2.43,0,0.99,28.98
13006,2026-09-03T09:29:00Z,22.424988,88.32059,106.04,15.9,153.35,94.5,19.42,0.245,2.43,3.38,0,2.28,97.97
12019,2026-09-04T12:36:00Z,22.673306,88.353273,42.88,4.79,60.8,100.04,9.2,0.573,7.51,4.68,0,1.02,107.29
13005,2026-09-05T15:43:00Z,22.620614,88.443581,94.16,0,169.37,111.45,0,0.127,7.71,1.06,0,0,110.27
13005,2026-09-06T18:50:00Z,22.661866,88.196167,95.97,20.72,153.02,103.77,22.52,0.436,3.05,3.8,0,2.32,111.47
12302,2026-09-07T21:57:00Z,22.724001,88.247978,70.05,18.41,172.5,154.17,24.04,0.108,6.5,3.66,0,3.27,156.68
12020,2026-09-08T00:04:00Z,22.546519,88.456204,90.67,12.6,120.86,88.93,8.22,0.134,4.46,3.51,0,0.52,90.05
13006,2026-09-09T03:11:00Z,22.594929,88.434793,113.71,11.72,134.49,67.0,16.91,0.618,7.43,4.92,0,0.27,86.45
12301,2026-09-01T06:18:00Z,22.606345,88.478042,60.31,6.3,148.97,150.84,4.79,0.461,6.18,0.75,0,2.19,158.65
13005,2026-09-02T09:25:00Z,22.597446,88.508921,37.54,0,161.52,285.97,0,0.271,7.61,5.2,0,0.8,283.46
13005,2026-09-03T12:32:00Z,22.459262,88.525682,75.74,0,167.26,132.48,5.6,0.561,3.2,3.55,0,1.94,143.29
12019,2026-09-04T15:39:00Z,22.409022,88.231256,118.99,10.6,136.36,84.13,9.21,0.09,4.78,1.41,0,4.03,84.52
13005,2026-09-05T18:46:00Z,22.681274,88.447711,68.39,0,81.73,67.71,3.2,0.644,4.45,5.51,0,1.62,81.77
12302,2026-09-06T21:53:00Z,22.511135,88.486572,95.46,0,60.9,41.24,0,0.27,7.47,5.86,0,3.63,51.84
